編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTNMLLJMHOFFAW17DA,4,6.82,共有部分：本共有部分之項目有樓梯間一項。,鋼筋混凝土造,104年8月11日,四層,
RPSNMLMKMHOFFAW27DA,,87.29,集合住宅,鋼筋混凝土造,107年12月10日,五層,三層 陽台
RPSNMLMKMHOFFAW27DA,,19.33,共有部分：本共有部分之項目有樓梯間、梯廳、甲梯、電訊室、乙梯、水箱、機械室等７項。,鋼筋混凝土造,107年12月10日,五層,
RPPOMLMKMHOFFAW96CA,,49.68,集合住宅,鋼筋混凝土造,107年12月28日,三層,三層 陽台
RPPOMLMKMHOFFAW96CA,,8.17,共有部分：本共有部分之項目有梯間及水箱等２項。,鋼筋混凝土造,107年12月28日,三層,
RPRNMLRKMHOFFAW67DA,,52.19,集合住宅,鋼筋混凝土造,107年10月25日,三層,一層
RPRNMLRKMHOFFAW67DA,,5.32,共有部分：本共有部分之項目有無障礙樓梯１項。,鋼筋混凝土造,107年10月25日,三層,
RPPNMLRKMHOFFAW37CA,1,30.40,共有部分：本共有部分之項目計有台電配電場所、配電場所、電表箱空間、電信機房、消防幫浦室、緊急發電機室、水箱、停車空間、污水池、管理室、車道、公共廁所等１２項。,鋼筋混凝土造,107年5月14日,三層,
RPPNMLRKMHOFFAW37CA,1,48.86,集合住宅,鋼筋混凝土造,107年5月14日,三層,三層 陽台
RPPNMLRKMHOFFAW37CA,1,7.69,共有部分：本共有部分之項目計有梯間、梯廳、電梯、安全梯、機房等５項。,鋼筋混凝土造,107年5月14日,三層,
RPPNMLRKMHOFFAW37CA,1,48.86,集合住宅,鋼筋混凝土造,107年5月14日,三層,三層 陽台
RPPNMLRKMHOFFAW37CA,1,30.40,共有部分：本共有部分之項目計有台電配電場所、配電場所、電表箱空間、電信機房、消防幫浦室、緊急發電機室、水箱、停車空間、污水池、管理室、車道、公共廁所等１２項。,鋼筋混凝土造,107年5月14日,三層,
RPPNMLRKMHOFFAW37CA,1,7.69,共有部分：本共有部分之項目計有梯間、梯廳、電梯、安全梯、機房等５項。,鋼筋混凝土造,107年5月14日,三層,
RPVNMLSKMHOFFAW08CA,,87.74,集合住宅,鋼筋混凝土造,108年1月7日,五層,五層 陽台
RPVNMLSKMHOFFAW08CA,,13.99,共有部分：本共有部分之項目有電梯、梯間、梯廳、昇降機道、屋簷等５項。,鋼筋混凝土造,108年1月7日,五層,
